,Learning Rate,Accuracy,Average Loss
0,0.001,72.02,1.592876649965906
1,0.01,92.4,0.27128186074506705
2,0.1,97.50999999999999,0.07867981225272913
3,0.5,97.81,0.0745016398325145
4,0.9,97.89999999999999,0.08514975894325573
